	IndexID	FullID	Brain.code	Region	Period	Hemisphere	RIN	MonthsAge	Age	Age.1	Dissection.score	Exon.Array.CEL.files	Age.range	Description	Region.Area	mirVana.tRNA.prepped	mirVana.RIN	mirVana.rRNA.ratio	mirVana.conc..ng.ul.	good.to.go.	small.RNA.library.prepped	RNA.seq.as.of.June.2011	Exon.Array.as.of.June.2011
HSB126.MD	1084	HSB126.MD	HSB126	MD	13	R	8.6	369	30	30Y	5	126.MD.R.CEL	20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	Done
HSB126.CBC	1085	HSB126.CBC	HSB126	CBC	13	R	9.3	369	30	30Y	5	126.CBC.R.CEL	20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	Done
HSB145.DFC	1102	HSB145.DFC	HSB145	DFC	13	R	8.2	441	36	36Y	5	145.DFC.R.CEL	20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB145.VFC	1103	HSB145.VFC	HSB145	VFC	13	R	8.1	441	36	36Y	5	145.VFC.R.CEL	20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB145.MFC	1104	HSB145.MFC	HSB145	MFC	13	R	8.1	441	36	36Y	5	145.MFC.R.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB145.OFC	1105	HSB145.OFC	HSB145	OFC	13	R	8.2	441	36	36Y	5	145.OFC.R.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB145.M1C	1106	HSB145.M1C	HSB145	M1C	13	R	8.2	441	36	36Y	5	145.M1C.R.CEL	20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB145.S1C	1107	HSB145.S1C	HSB145	S1C	13	R	8.4	441	36	36Y	5	145.S1C.R.CEL	20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB145.IPC	1108	HSB145.IPC	HSB145	IPC	13	R	8.8	441	36	36Y	5	145.IPC.R.CEL	20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB145.A1C	1109	HSB145.A1C	HSB145	A1C	13	R	9.4	441	36	36Y	5	145.A1C.R.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB145.STC	1110	HSB145.STC	HSB145	STC	13	R	8.9	441	36	36Y	5	145.STC.R.CEL	20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	Done
HSB145.ITC	1111	HSB145.ITC	HSB145	ITC	13	R	7.3	441	36	36Y	5	145.ITC.R.CEL	20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB145.V1C	1112	HSB145.V1C	HSB145	V1C	13	R	7.1	441	36	36Y	5	145.V1C.R.CEL	20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB145.HIP	1113	HSB145.HIP	HSB145	HIP	13	R	8.2	441	36	36Y	5	145.HIP.R.CEL	20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB145.AMY	1114	HSB145.AMY	HSB145	AMY	13	R	7.5	441	36	36Y	5	145.AMY.R.CEL	20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB145.STR	1115	HSB145.STR	HSB145	STR	13	R	8.2	441	36	36Y	5	145.STR.R.CEL	20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	Done
HSB145.MD	1116	HSB145.MD	HSB145	MD	13	R	8.6	441	36	36Y	5	145.MD.R.CEL	20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	Done
HSB145.CBC	1117	HSB145.CBC	HSB145	CBC	13	R	8.9	441	36	36Y	5	145.CBC.R.CEL	20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	Done
HSB123.DFC	1134	HSB123.DFC	HSB123	DFC	13	R	8.2	453	37	37Y	5	123.DFC.R.CEL	20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB123.VFC	1135	HSB123.VFC	HSB123	VFC	13	R	8.1	453	37	37Y	5	123.VFC.R.CEL	20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB123.MFC	1136	HSB123.MFC	HSB123	MFC	13	R	8.1	453	37	37Y	5	123.MFC.R.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB123.OFC	1137	HSB123.OFC	HSB123	OFC	13	R	8.2	453	37	37Y	5	123.OFC.R.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB123.M1C	1138	HSB123.M1C	HSB123	M1C	13	R	8.2	453	37	37Y	5	123.M1C.R.CEL	20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB123.S1C	1139	HSB123.S1C	HSB123	S1C	13	R	8.4	453	37	37Y	5	123.S1C.R.CEL	20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB123.IPC	1140	HSB123.IPC	HSB123	IPC	13	R	8.8	453	37	37Y	5	123.IPC.R.CEL	20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB123.A1C	1141	HSB123.A1C	HSB123	A1C	13	R	9.4	453	37	37Y	5	123.A1C.R.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB123.STC	1142	HSB123.STC	HSB123	STC	13	R	8.9	453	37	37Y	5	123.STC.R.CEL	20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	Done
HSB123.ITC	1143	HSB123.ITC	HSB123	ITC	13	R	7.3	453	37	37Y	5	123.ITC.R.CEL	20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB123.V1C	1144	HSB123.V1C	HSB123	V1C	13	R	7.1	453	37	37Y	5	123.V1C.R.CEL	20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB123.HIP	1145	HSB123.HIP	HSB123	HIP	13	R	8.2	453	37	37Y	5	123.HIP.R.CEL	20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB123.AMY	1146	HSB123.AMY	HSB123	AMY	13	R	7.5	453	37	37Y	4	123.AMY.R.CEL	20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB123.STR	1147	HSB123.STR	HSB123	STR	13	R	8.2	453	37	37Y	5	123.STR.R.CEL	20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	Done
HSB123.MD	1148	HSB123.MD	HSB123	MD	13	R	8.6	453	37	37Y	5	123.MD.R.CEL	20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	Done
HSB123.CBC	1149	HSB123.CBC	HSB123	CBC	13	R	8.9	453	37	37Y	5		20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	No (failed)
HSB135.DFC	1197	HSB135.DFC	HSB135	DFC	14	R	8.6	489	40	40Y	4	135.DFC.R.CEL	40_ Age <60 Y	Middle adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB135.VFC	1198	HSB135.VFC	HSB135	VFC	14	R	9.5	489	40	40Y	5	135.VFC.R.CEL	40_ Age <60 Y	Middle adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB135.OFC	1200	HSB135.OFC	HSB135	OFC	14	R	9.2	489	40	40Y	5	135.OFC.R.CEL	40_ Age <60 Y	Middle adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB135.M1C	1201	HSB135.M1C	HSB135	M1C	14	R	8.6	489	40	40Y	4	135.M1C.R.CEL	40_ Age <60 Y	Middle adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB135.S1C	1202	HSB135.S1C	HSB135	S1C	14	R	8.8	489	40	40Y	4	135.S1C.R.CEL	40_ Age <60 Y	Middle adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB135.IPC	1203	HSB135.IPC	HSB135	IPC	14	R	9.2	489	40	40Y	5	135.IPC.R.CEL	40_ Age <60 Y	Middle adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB135.A1C	1204	HSB135.A1C	HSB135	A1C	14	R	8.5	489	40	40Y	5	135.A1C.R.CEL	40_ Age <60 Y	Middle adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB135.STC	1205	HSB135.STC	HSB135	STC	14	R	9.1	489	40	40Y	5	135.STC.R.CEL	40_ Age <60 Y	Middle adulthood	STC	Done		NA	NA		NA	Done	Done
HSB135.ITC	1206	HSB135.ITC	HSB135	ITC	14	R	8.2	489	40	40Y	5	135.ITC.R.CEL	40_ Age <60 Y	Middle adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB135.V1C	1207	HSB135.V1C	HSB135	V1C	14	R	9.2	489	40	40Y	5	135.V1C.R.CEL	40_ Age <60 Y	Middle adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB135.HIP	1208	HSB135.HIP	HSB135	HIP	14	R	7.8	489	40	40Y	5	135.HIP.R.CEL	40_ Age <60 Y	Middle adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB135.AMY	1209	HSB135.AMY	HSB135	AMY	14	R	8.5	489	40	40Y	4	135.AMY.R.CEL	40_ Age <60 Y	Middle adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB135.STR	1210	HSB135.STR	HSB135	STR	14	R	9.3	489	40	40Y	5	135.STR.R.CEL	40_ Age <60 Y	Middle adulthood	STR	Done		NA	NA		NA	Done	Done
HSB135.MD	1211	HSB135.MD	HSB135	MD	14	R	8.5	489	40	40Y	5	135.MD.R.CEL	40_ Age <60 Y	Middle adulthood	MD	Done		NA	NA		NA	Done	Done
HSB135.CBC	1212	HSB135.CBC	HSB135	CBC	14	R	9.3	489	40	40Y	5		40_ Age <60 Y	Middle adulthood	CBC	Done		NA	NA		NA	Done	No (failed)
HSB144.DFC	1229	HSB144.DFC	HSB144	DFC	14	R	9.2	489	40	40Y	5	144.DFC.R.CEL	40_ Age <60 Y	Middle adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB144.VFC	1230	HSB144.VFC	HSB144	VFC	14	R	9.7	489	40	40Y	5	144.VFC.R.CEL	40_ Age <60 Y	Middle adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB144.MFC	1231	HSB144.MFC	HSB144	MFC	14	R	9	489	40	40Y	5	144.MFC.R.CEL	40_ Age <60 Y	Middle adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB144.OFC	1232	HSB144.OFC	HSB144	OFC	14	R	9.5	489	40	40Y	5	144.OFC.R.CEL	40_ Age <60 Y	Middle adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB144.M1C	1233	HSB144.M1C	HSB144	M1C	14	R	9.4	489	40	40Y	5	144.M1C.R.CEL	40_ Age <60 Y	Middle adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB144.S1C	1234	HSB144.S1C	HSB144	S1C	14	R	9.8	489	40	40Y	5	144.S1C.R.CEL	40_ Age <60 Y	Middle adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB144.IPC	1235	HSB144.IPC	HSB144	IPC	14	R	8.9	489	40	40Y	5	144.IPC.R.CEL	40_ Age <60 Y	Middle adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB144.A1C	1236	HSB144.A1C	HSB144	A1C	14	R	9.4	489	40	40Y	5	144.A1C.R.CEL	40_ Age <60 Y	Middle adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB144.STC	1237	HSB144.STC	HSB144	STC	14	R	9.2	489	40	40Y	5	144.STC.R.CEL	40_ Age <60 Y	Middle adulthood	STC	Done		NA	NA		NA	Done	Done
HSB144.ITC	1238	HSB144.ITC	HSB144	ITC	14	R	8.2	489	40	40Y	5	144.ITC.R.CEL	40_ Age <60 Y	Middle adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB144.V1C	1239	HSB144.V1C	HSB144	V1C	14	R	8.2	489	40	40Y	5	144.V1C.R.CEL	40_ Age <60 Y	Middle adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB144.HIP	1240	HSB144.HIP	HSB144	HIP	14	R	8.2	489	40	40Y	5	144.HIP.R.CEL	40_ Age <60 Y	Middle adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB144.AMY	1241	HSB144.AMY	HSB144	AMY	14	R	8.1	489	40	40Y	5	144.AMY.R.CEL	40_ Age <60 Y	Middle adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB144.STR	1242	HSB144.STR	HSB144	STR	14	R	9	489	40	40Y	5	144.STR.R.CEL	40_ Age <60 Y	Middle adulthood	STR	Done		NA	NA		NA	Done	Done
HSB144.MD	1243	HSB144.MD	HSB144	MD	14	R	8.3	489	40	40Y	5	144.MD.R.CEL	40_ Age <60 Y	Middle adulthood	MD	Done		NA	NA		NA	Done	Done
HSB144.CBC	1244	HSB144.CBC	HSB144	CBC	14	R	8.9	489	40	40Y	5	144.CBC.R.CEL	40_ Age <60 Y	Middle adulthood	CBC	Done		NA	NA		NA	Done	Done
